"X","Y","osm_id","type","name","brand","com_nom","cat_mag"
-0.5609411999999999,44.8564917004813,"node/6022349485","electronics","Home & Cook",,"Bordeaux",0
-0.5827380999999999,44.8414541004826,"node/8097273259","florist","Stéphanie Desclouds",,"Bordeaux",0
-0.5863373000000001,44.8274130004838,"node/6557492486","hairdresser","Misters & Barber",,"Bordeaux",0
-0.5796655,44.840236100482706,"node/3615342888","music","La Machine à Musique",,"Bordeaux",0
-0.5731834,44.8331965004833,"node/7252568316","fast_food","Impasti",,"Bordeaux",0
-0.5985133857470971,44.8310031113142,"way/155980151","supermarket","Carrefour City","Carrefour City","Bordeaux",1
-0.5735562,44.8317502004834,"node/7944804743","estate_agent","Nexity",,"Bordeaux",0
-0.5732866999999999,44.8299903004836,"node/7252771765","pharmacy","Pharmacie de l'Argonne",,"Bordeaux",0
-0.5734630999999999,44.8412769004826,"node/8154258836","restaurant","Sakura Sushi",,"Bordeaux",0
-0.5780759,44.8309522004835,"node/8420789426","jewelry",,,"Bordeaux",0
-0.5741822,44.82889700048371,"node/7273025085","restaurant","Pita",,"Bordeaux",0
-0.5819401,44.839645000482705,"node/5454007969","bar","Carioca Bar",,"Bordeaux",0
-0.5761166999999999,44.836824100483,"node/7161193878","musical_instrument","Soft Music",,"Bordeaux",0
-0.5777175999999999,44.843160900482395,"node/7385974909","wine","Cave Nicolas",,"Bordeaux",0
-0.5637228,44.8558427004813,"node/3706811438","cafe","L'évidence café",,"Bordeaux",0
-0.5813062,44.8409224004826,"node/7781748139","shoes","Tout pour la chaussure",,"Bordeaux",0
-0.5743483,44.8404897004827,"node/7700065125","cosmetics","KIKO Milano","KIKO Milano","Bordeaux",1
-0.5674398,44.85522590048139,"node/3815295141","fast_food","ZAC",,"Bordeaux",0
-0.6076598000000001,44.841180700482596,"node/8169533775","fast_food",,,"Bordeaux",0
-0.5797594,44.8408629004826,"node/6423822885","restaurant","Woodkitchen",,"Bordeaux",0
-0.5760378,44.840927700482595,"node/7770708825","clothes","L'île Bleue",,"Bordeaux",0
-0.5744639,44.8375977004829,"node/7700065127","party","Bonne fête",,"Bordeaux",0
-0.568291,44.8381733004829,"node/4922966776","car_rental","Citiz",,"Bordeaux",0
-0.5727373,44.8537684004815,"node/6972468440","cheese","La Fromagerie de Pierre",,"Bordeaux",0
-0.5752596,44.8388614004828,"node/2238491959","clothes",,,"Bordeaux",0
-0.5496159,44.8431126004825,"node/7216819595","bakery","Boulangerie Le Labo",,"Bordeaux",0
-0.5826564999999999,44.859786000481,"node/911774814","department_store",,,"Bordeaux",0
-0.5608447,44.878869400479296,"node/7091923532","fast_food","Il Gusto",,"Bordeaux",0
-0.542447053526026,44.82176171516971,"way/495211144","car","ancienne concession Mini",,"Bordeaux",0
-0.5461545,44.8391964004828,"node/6886410424","restaurant","La Cuenta",,"Bordeaux",0
-0.5776449,44.839306200482795,"node/7078468047","pub","Jaquen Craft Beer",,"Bordeaux",0
-0.5717372,44.841436700482596,"node/5996583359","restaurant","Les drôles",,"Bordeaux",0
-0.5742401186224879,44.8571109814101,"way/195271449","supermarket","Auchan","Auchan","Bordeaux",1
-0.5608901,44.831067500483506,"node/2517725899","music","orgues de l'abbatiale Sainte-Croix",,"Bordeaux",0
-0.5628276999999999,44.8612875004809,"node/8196387277","newsagent",,,"Bordeaux",0
-0.5731868,44.8525393004816,"node/2491301873","convenience","Maison Hegara",,"Bordeaux",0
-0.5762411999999999,44.843686100482394,"node/5940597015","chocolate","Cadiot Badie",,"Bordeaux",0
-0.5771999,44.8436140004824,"node/5667784121","restaurant","La Cantina",,"Bordeaux",0
-0.5781395,44.825248800484,"node/8514475803","florist","Des Fleurs en Ville",,"Bordeaux",0
-0.5693355,44.8352278004831,"node/3953660273","books","La Zone du Dehors",,"Bordeaux",0
-0.5635557,44.83435810048321,"node/3396571121","restaurant","Sabor Y Son",,"Bordeaux",0
-0.5736724,44.836346200483,"node/7220829087","clothes","Rains Store",,"Bordeaux",0
-0.5852371999999999,44.8498996004819,"node/7384767793","bakery","Boulangerie Lazaro",,"Bordeaux",0
-0.571551,44.8540948004815,"node/7741805385","restaurant","Les Sauvages",,"Bordeaux",0
-0.6125007,44.8498191004819,"node/7392515017","florist","Marc Postulka",,"Bordeaux",0
-0.5811291999999999,44.8419637004825,"node/7363798248","pharmacy","Pharmacie Galien",,"Bordeaux",0
-0.56998940940214,44.8301355636075,"way/155707468","mobile_phone","Info Phone Service",,"Bordeaux",0
-0.5759232,44.840939200482595,"node/7703691509","shoes","Foot Locker","Foot Locker","Bordeaux",1
-0.5786816322632111,44.841946702358,"way/79715554","educational_institution","Instituto Cervantes",,"Bordeaux",0
-0.5683581,44.8293778004836,"node/1752265797","supermarket","Spar","Spar","Bordeaux",1
-0.5733195,44.840626300482704,"node/6917942907","music","La Machine à Musique - Lignerolles",,"Bordeaux",0
-0.561172,44.828351400483704,"node/1896689133","restaurant","Brasserie de la Marne",,"Bordeaux",0
-0.5548963000000001,44.824911700484,"node/6030721452","car_rental","Hertz Gare Bordeaux Saint-Jean",,"Bordeaux",0
-0.565194,44.8317647004834,"node/7252723181","restaurant","Samos",,"Bordeaux",0
-0.5495587,44.826416000483896,"node/4377556217","winery","École du Vin Millésima",,"Bordeaux",0
-0.5777213999999999,44.841746700482595,"node/7692345375","spices","Maille",,"Bordeaux",0
-0.5738187,44.8382585004829,"node/7263279060","shoes","Courir","Courir","Bordeaux",1
-0.5652119000000001,44.8567379004813,"node/1509363337","car_repair","Garage du Médoc",,"Bordeaux",0
-0.5690316999999999,44.878775800479296,"node/7900487861","books","Cultura","Cultura","Bordeaux",1
-0.5747635,44.839997600482704,"node/7785723917","sports","JD Sports","JD Sports","Bordeaux",1
-0.574206,44.838965100482795,"node/6851636433","shoes","Minelli","Minelli","Bordeaux",1
-0.569129,44.8274918004838,"node/2519661025","cafe",,,"Bordeaux",0
-0.5683564999999999,44.8286740004837,"node/1723400628","pharmacy","Pharmacie de l'Yser",,"Bordeaux",0
-0.5783096999999999,44.8419618004826,"node/2953805437","clothes","Father & Sons",,"Bordeaux",0
-0.5795708,44.840739500482705,"node/7713699676","beverages","La Petite Pause Nature",,"Bordeaux",0
-0.5582138000000001,44.844948300482294,"node/6273926646","restaurant","Crous Cafet' la Bastide",,"Bordeaux",0
-0.5719779,44.8404243004827,"node/1928803088","restaurant","Karl",,"Bordeaux",0
-0.5741615,44.833019400483295,"node/7944804737","houseware","Labo&Gato",,"Bordeaux",0
-0.58710390428251,44.8345921633255,"way/155598166","restaurant","Vach' et nous",,"Bordeaux",0
-0.6125262,44.8522741004817,"node/7096038086","estate_agent","Laforêt","Laforêt","Bordeaux",1
-0.5724224,44.829600100483596,"node/5940829186","bar","L'excale",,"Bordeaux",0
-0.6140374,44.8514747004817,"node/6225536702","fuel","Garage Saint Amand","SPAD","Bordeaux",1
-0.6120029,44.832585400483396,"node/2667612020","tobacco",,,"Bordeaux",0
-0.574128,44.8404284004827,"node/7700065124","clothes","Bizzbee",,"Bordeaux",1
-0.5545576999999999,44.824355200484,"node/2483788314","restaurant","Pizza Giulia",,"Bordeaux",0
-0.603548,44.8399844004827,"node/4158797390","hifi","Club hifi",,"Bordeaux",0
-0.5489989000000001,44.8656305004805,"node/2503316953","restaurant","Bar de la Marine",,"Bordeaux",0
-0.57660217270297,44.84339502332929,"way/79715654","restaurant","Le Mably",,"Bordeaux",0
-0.578442140838778,44.836349380342796,"way/80015317","bank","LCL","LCL","Bordeaux",1
